"locationID","year","species","individualCount","decimalLongitude","decimalLatitude","habitat"
7,2006,"Alauda arvensis",19,12.799,56.004,"Farms"
7,2007,"Alauda arvensis",19,12.799,56.004,"Farms"
7,2008,"Alauda arvensis",23,12.799,56.004,"Farms"
7,2009,"Alauda arvensis",13,12.799,56.004,"Farms"
7,2010,"Alauda arvensis",23,12.799,56.004,"Farms"
7,2011,"Alauda arvensis",35,12.799,56.004,"Farms"
7,2012,"Alauda arvensis",3,12.799,56.004,"Farms"
7,2013,"Alauda arvensis",6,12.799,56.004,"Farms"
7,2014,"Alauda arvensis",8,12.799,56.004,"Farms"
7,2015,"Alauda arvensis",5,12.799,56.004,"Farms"
7,2016,"Alauda arvensis",4,12.799,56.004,"Farms"
7,2017,"Alauda arvensis",7,12.799,56.004,"Farms"
7,2018,"Alauda arvensis",14,12.799,56.004,"Farms"
8,2001,"Alauda arvensis",3,13.2,56.014,"Farms"
8,2002,"Alauda arvensis",1,13.2,56.014,"Farms"
8,2003,"Alauda arvensis",3,13.2,56.014,"Farms"
8,2004,"Alauda arvensis",1,13.2,56.014,"Farms"
8,2005,"Alauda arvensis",4,13.2,56.014,"Farms"
8,2006,"Alauda arvensis",3,13.2,56.014,"Farms"
8,2007,"Alauda arvensis",1,13.2,56.014,"Farms"
8,2008,"Alauda arvensis",3,13.2,56.014,"Farms"
8,2009,"Alauda arvensis",5,13.2,56.014,"Farms"
8,2010,"Alauda arvensis",5,13.2,56.014,"Farms"
8,2011,"Alauda arvensis",4,13.2,56.014,"Farms"
8,2012,"Alauda arvensis",4,13.2,56.014,"Farms"
8,2013,"Alauda arvensis",4,13.2,56.014,"Farms"
8,2014,"Alauda arvensis",4,13.2,56.014,"Farms"
8,2015,"Alauda arvensis",4,13.2,56.014,"Farms"
8,2016,"Alauda arvensis",1,13.2,56.014,"Farms"
8,2017,"Alauda arvensis",1,13.2,56.014,"Farms"
9,2001,"Alauda arvensis",3,12.782,56.229,"Farms"
9,2002,"Alauda arvensis",3,12.782,56.229,"Farms"
9,2003,"Alauda arvensis",4,12.782,56.229,"Farms"
9,2004,"Alauda arvensis",4,12.782,56.229,"Farms"
9,2005,"Alauda arvensis",6,12.782,56.229,"Farms"
9,2006,"Alauda arvensis",4,12.782,56.229,"Farms"
9,2008,"Alauda arvensis",6,12.782,56.229,"Farms"
9,2009,"Alauda arvensis",4,12.782,56.229,"Farms"
9,2010,"Alauda arvensis",9,12.782,56.229,"Farms"
9,2011,"Alauda arvensis",8,12.782,56.229,"Farms"
9,2012,"Alauda arvensis",7,12.782,56.229,"Farms"
9,2013,"Alauda arvensis",12,12.782,56.229,"Farms"
9,2014,"Alauda arvensis",5,12.782,56.229,"Farms"
9,2016,"Alauda arvensis",7,12.782,56.229,"Farms"
9,2017,"Alauda arvensis",11,12.782,56.229,"Farms"
9,2018,"Alauda arvensis",10,12.782,56.229,"Farms"
10,1997,"Alauda arvensis",2,13.184,56.238,"Farms"
10,2003,"Alauda arvensis",1,13.184,56.238,"Farms"
10,2017,"Alauda arvensis",1,13.184,56.238,"Farms"
10,2018,"Alauda arvensis",2,13.184,56.238,"Farms"
11,2010,"Alauda arvensis",1,13.6,56.021,"Farms"
11,2015,"Alauda arvensis",1,13.6,56.021,"Farms"
15,2001,"Alauda arvensis",2,14.402,56.033,"Farms"
15,2002,"Alauda arvensis",16,14.402,56.033,"Farms"
15,2004,"Alauda arvensis",21,14.402,56.033,"Farms"
15,2005,"Alauda arvensis",19,14.402,56.033,"Farms"
15,2006,"Alauda arvensis",25,14.402,56.033,"Farms"
15,2007,"Alauda arvensis",28,14.402,56.033,"Farms"
15,2008,"Alauda arvensis",21,14.402,56.033,"Farms"
15,2009,"Alauda arvensis",23,14.402,56.033,"Farms"
15,2010,"Alauda arvensis",26,14.402,56.033,"Farms"
15,2011,"Alauda arvensis",20,14.402,56.033,"Farms"
15,2012,"Alauda arvensis",23,14.402,56.033,"Farms"
15,2013,"Alauda arvensis",27,14.402,56.033,"Farms"
15,2014,"Alauda arvensis",20,14.402,56.033,"Farms"
15,2015,"Alauda arvensis",13,14.402,56.033,"Farms"
15,2016,"Alauda arvensis",14,14.402,56.033,"Farms"
15,2017,"Alauda arvensis",13,14.402,56.033,"Farms"
15,2018,"Alauda arvensis",8,14.402,56.033,"Farms"
18,1998,"Alauda arvensis",4,14.797,56.261,"Farms"
18,2000,"Alauda arvensis",2,14.797,56.261,"Farms"
18,2007,"Alauda arvensis",1,14.797,56.261,"Farms"
18,2009,"Alauda arvensis",1,14.797,56.261,"Farms"
18,2013,"Alauda arvensis",1,14.797,56.261,"Farms"
19,2002,"Alauda arvensis",2,15.2,56.264,"Farms"
19,2003,"Alauda arvensis",4,15.2,56.264,"Farms"
19,2005,"Alauda arvensis",1,15.2,56.264,"Farms"
19,2008,"Alauda arvensis",1,15.2,56.264,"Farms"
19,2010,"Alauda arvensis",1,15.2,56.264,"Farms"
19,2013,"Alauda arvensis",3,15.2,56.264,"Farms"
19,2014,"Alauda arvensis",1,15.2,56.264,"Farms"
19,2015,"Alauda arvensis",1,15.2,56.264,"Farms"
19,2018,"Alauda arvensis",1,15.2,56.264,"Farms"
20,2000,"Alauda arvensis",12,15.604,56.265,"Farms"
20,2002,"Alauda arvensis",15,15.604,56.265,"Farms"
20,2003,"Alauda arvensis",4,15.604,56.265,"Farms"
20,2004,"Alauda arvensis",7,15.604,56.265,"Farms"
20,2005,"Alauda arvensis",7,15.604,56.265,"Farms"
20,2006,"Alauda arvensis",6,15.604,56.265,"Farms"
20,2008,"Alauda arvensis",7,15.604,56.265,"Farms"
20,2009,"Alauda arvensis",9,15.604,56.265,"Farms"
20,2010,"Alauda arvensis",6,15.604,56.265,"Farms"
20,2011,"Alauda arvensis",19,15.604,56.265,"Farms"
20,2012,"Alauda arvensis",19,15.604,56.265,"Farms"
20,2013,"Alauda arvensis",15,15.604,56.265,"Farms"
20,2014,"Alauda arvensis",4,15.604,56.265,"Farms"
20,2015,"Alauda arvensis",17,15.604,56.265,"Farms"
20,2016,"Alauda arvensis",7,15.604,56.265,"Farms"
20,2017,"Alauda arvensis",11,15.604,56.265,"Farms"
20,2018,"Alauda arvensis",3,15.604,56.265,"Farms"
21,2001,"Alauda arvensis",4,16.007,56.265,"Farms"
21,2002,"Alauda arvensis",5,16.007,56.265,"Farms"
21,2003,"Alauda arvensis",3,16.007,56.265,"Farms"
21,2005,"Alauda arvensis",3,16.007,56.265,"Farms"
21,2006,"Alauda arvensis",2,16.007,56.265,"Farms"
21,2007,"Alauda arvensis",3,16.007,56.265,"Farms"
21,2008,"Alauda arvensis",3,16.007,56.265,"Farms"
21,2009,"Alauda arvensis",2,16.007,56.265,"Farms"
21,2010,"Alauda arvensis",2,16.007,56.265,"Farms"
21,2011,"Alauda arvensis",3,16.007,56.265,"Farms"
21,2012,"Alauda arvensis",2,16.007,56.265,"Farms"
21,2013,"Alauda arvensis",4,16.007,56.265,"Farms"
21,2014,"Alauda arvensis",2,16.007,56.265,"Farms"
21,2015,"Alauda arvensis",5,16.007,56.265,"Farms"
21,2016,"Alauda arvensis",3,16.007,56.265,"Farms"
21,2017,"Alauda arvensis",2,16.007,56.265,"Farms"
21,2018,"Alauda arvensis",3,16.007,56.265,"Farms"
22,1996,"Alauda arvensis",42,16.41,56.264,"Farms"
22,1997,"Alauda arvensis",80,16.41,56.264,"Farms"
22,1999,"Alauda arvensis",44,16.41,56.264,"Farms"
22,2000,"Alauda arvensis",47,16.41,56.264,"Farms"
22,2001,"Alauda arvensis",39,16.41,56.264,"Farms"
22,2002,"Alauda arvensis",47,16.41,56.264,"Farms"
22,2003,"Alauda arvensis",49,16.41,56.264,"Farms"
22,2004,"Alauda arvensis",54,16.41,56.264,"Farms"
22,2005,"Alauda arvensis",36,16.41,56.264,"Farms"
22,2006,"Alauda arvensis",52,16.41,56.264,"Farms"
22,2007,"Alauda arvensis",21,16.41,56.264,"Farms"
22,2008,"Alauda arvensis",41,16.41,56.264,"Farms"
22,2009,"Alauda arvensis",29,16.41,56.264,"Farms"
22,2010,"Alauda arvensis",33,16.41,56.264,"Farms"
22,2011,"Alauda arvensis",35,16.41,56.264,"Farms"
22,2012,"Alauda arvensis",27,16.41,56.264,"Farms"
22,2013,"Alauda arvensis",35,16.41,56.264,"Farms"
22,2014,"Alauda arvensis",48,16.41,56.264,"Farms"
22,2015,"Alauda arvensis",36,16.41,56.264,"Farms"
22,2016,"Alauda arvensis",55,16.41,56.264,"Farms"
22,2017,"Alauda arvensis",47,16.41,56.264,"Farms"
22,2018,"Alauda arvensis",24,16.41,56.264,"Farms"
23,1996,"Alauda arvensis",22,12.764,56.453,"Farms"
23,1997,"Alauda arvensis",17,12.764,56.453,"Farms"
23,1999,"Alauda arvensis",25,12.764,56.453,"Farms"
23,2000,"Alauda arvensis",22,12.764,56.453,"Farms"
23,2001,"Alauda arvensis",16,12.764,56.453,"Farms"
23,2002,"Alauda arvensis",5,12.764,56.453,"Farms"
23,2003,"Alauda arvensis",5,12.764,56.453,"Farms"
23,2004,"Alauda arvensis",6,12.764,56.453,"Farms"
23,2005,"Alauda arvensis",4,12.764,56.453,"Farms"
23,2006,"Alauda arvensis",4,12.764,56.453,"Farms"
23,2007,"Alauda arvensis",8,12.764,56.453,"Farms"
23,2008,"Alauda arvensis",2,12.764,56.453,"Farms"
23,2009,"Alauda arvensis",4,12.764,56.453,"Farms"
23,2011,"Alauda arvensis",4,12.764,56.453,"Farms"
23,2012,"Alauda arvensis",4,12.764,56.453,"Farms"
23,2013,"Alauda arvensis",4,12.764,56.453,"Farms"
23,2014,"Alauda arvensis",6,12.764,56.453,"Farms"
23,2016,"Alauda arvensis",11,12.764,56.453,"Farms"
23,2017,"Alauda arvensis",4,12.764,56.453,"Farms"
23,2018,"Alauda arvensis",13,12.764,56.453,"Farms"
24,2001,"Alauda arvensis",20,13.169,56.462,"Farms"
24,2002,"Alauda arvensis",26,13.169,56.462,"Farms"
24,2003,"Alauda arvensis",23,13.169,56.462,"Farms"
24,2004,"Alauda arvensis",17,13.169,56.462,"Farms"
24,2005,"Alauda arvensis",26,13.169,56.462,"Farms"
24,2006,"Alauda arvensis",29,13.169,56.462,"Farms"
24,2007,"Alauda arvensis",24,13.169,56.462,"Farms"
24,2008,"Alauda arvensis",15,13.169,56.462,"Farms"
24,2009,"Alauda arvensis",34,13.169,56.462,"Farms"
24,2010,"Alauda arvensis",29,13.169,56.462,"Farms"
24,2011,"Alauda arvensis",21,13.169,56.462,"Farms"
24,2012,"Alauda arvensis",20,13.169,56.462,"Farms"
24,2013,"Alauda arvensis",13,13.169,56.462,"Farms"
24,2014,"Alauda arvensis",17,13.169,56.462,"Farms"
24,2015,"Alauda arvensis",14,13.169,56.462,"Farms"
24,2016,"Alauda arvensis",20,13.169,56.462,"Farms"
24,2017,"Alauda arvensis",22,13.169,56.462,"Farms"
24,2018,"Alauda arvensis",20,13.169,56.462,"Farms"
25,1996,"Alauda arvensis",11,12.746,56.677,"Farms"
25,1997,"Alauda arvensis",10,12.746,56.677,"Farms"
25,1998,"Alauda arvensis",8,12.746,56.677,"Farms"
25,1999,"Alauda arvensis",4,12.746,56.677,"Farms"
25,2000,"Alauda arvensis",5,12.746,56.677,"Farms"
25,2001,"Alauda arvensis",4,12.746,56.677,"Farms"
25,2002,"Alauda arvensis",4,12.746,56.677,"Farms"
25,2003,"Alauda arvensis",1,12.746,56.677,"Farms"
25,2004,"Alauda arvensis",2,12.746,56.677,"Farms"
25,2005,"Alauda arvensis",1,12.746,56.677,"Farms"
25,2007,"Alauda arvensis",1,12.746,56.677,"Farms"
25,2008,"Alauda arvensis",1,12.746,56.677,"Farms"
25,2010,"Alauda arvensis",2,12.746,56.677,"Farms"
25,2012,"Alauda arvensis",1,12.746,56.677,"Farms"
25,2014,"Alauda arvensis",2,12.746,56.677,"Farms"
25,2016,"Alauda arvensis",4,12.746,56.677,"Farms"
25,2017,"Alauda arvensis",7,12.746,56.677,"Farms"
25,2018,"Alauda arvensis",2,12.746,56.677,"Farms"
33,2002,"Alauda arvensis",3,14.377,56.706,"Farms"
33,2007,"Alauda arvensis",2,14.377,56.706,"Farms"
33,2009,"Alauda arvensis",1,14.377,56.706,"Farms"
33,2011,"Alauda arvensis",1,14.377,56.706,"Farms"
33,2013,"Alauda arvensis",1,14.377,56.706,"Farms"
33,2014,"Alauda arvensis",1,14.377,56.706,"Farms"
33,2015,"Alauda arvensis",1,14.377,56.706,"Farms"
34,2007,"Alauda arvensis",2,14.785,56.71,"Farms"
34,2009,"Alauda arvensis",1,14.785,56.71,"Farms"
34,2010,"Alauda arvensis",2,14.785,56.71,"Farms"
34,2017,"Alauda arvensis",1,14.785,56.71,"Farms"
35,2001,"Alauda arvensis",1,15.197,56.489,"Farms"
36,2003,"Alauda arvensis",2,15.602,56.49,"Farms"
36,2011,"Alauda arvensis",1,15.602,56.49,"Farms"
38,2005,"Alauda arvensis",3,15.601,56.714,"Farms"
38,2006,"Alauda arvensis",3,15.601,56.714,"Farms"
38,2007,"Alauda arvensis",1,15.601,56.714,"Farms"
38,2008,"Alauda arvensis",1,15.601,56.714,"Farms"
38,2009,"Alauda arvensis",1,15.601,56.714,"Farms"
38,2010,"Alauda arvensis",1,15.601,56.714,"Farms"
38,2011,"Alauda arvensis",1,15.601,56.714,"Farms"
38,2012,"Alauda arvensis",2,15.601,56.714,"Farms"
38,2013,"Alauda arvensis",1,15.601,56.714,"Farms"
39,1997,"Alauda arvensis",3,16.008,56.49,"Farms"
39,1998,"Alauda arvensis",1,16.008,56.49,"Farms"
39,1999,"Alauda arvensis",2,16.008,56.49,"Farms"
39,2000,"Alauda arvensis",2,16.008,56.49,"Farms"
39,2001,"Alauda arvensis",4,16.008,56.49,"Farms"
39,2003,"Alauda arvensis",2,16.008,56.49,"Farms"
39,2004,"Alauda arvensis",3,16.008,56.49,"Farms"
39,2006,"Alauda arvensis",2,16.008,56.49,"Farms"
39,2007,"Alauda arvensis",2,16.008,56.49,"Farms"
39,2011,"Alauda arvensis",3,16.008,56.49,"Farms"
39,2012,"Alauda arvensis",10,16.008,56.49,"Farms"
39,2013,"Alauda arvensis",8,16.008,56.49,"Farms"
39,2014,"Alauda arvensis",3,16.008,56.49,"Farms"
39,2015,"Alauda arvensis",2,16.008,56.49,"Farms"
39,2016,"Alauda arvensis",3,16.008,56.49,"Farms"
39,2017,"Alauda arvensis",1,16.008,56.49,"Farms"
39,2018,"Alauda arvensis",4,16.008,56.49,"Farms"
40,1996,"Alauda arvensis",53,16.414,56.489,"Farms"
40,1997,"Alauda arvensis",90,16.414,56.489,"Farms"
40,1998,"Alauda arvensis",84,16.414,56.489,"Farms"
40,1999,"Alauda arvensis",83,16.414,56.489,"Farms"
40,2000,"Alauda arvensis",108,16.414,56.489,"Farms"
40,2001,"Alauda arvensis",85,16.414,56.489,"Farms"
40,2002,"Alauda arvensis",94,16.414,56.489,"Farms"
40,2004,"Alauda arvensis",72,16.414,56.489,"Farms"
40,2005,"Alauda arvensis",95,16.414,56.489,"Farms"
40,2006,"Alauda arvensis",95,16.414,56.489,"Farms"
40,2008,"Alauda arvensis",92,16.414,56.489,"Farms"
40,2009,"Alauda arvensis",75,16.414,56.489,"Farms"
40,2010,"Alauda arvensis",89,16.414,56.489,"Farms"
40,2011,"Alauda arvensis",83,16.414,56.489,"Farms"
40,2013,"Alauda arvensis",78,16.414,56.489,"Farms"
40,2014,"Alauda arvensis",74,16.414,56.489,"Farms"
40,2015,"Alauda arvensis",77,16.414,56.489,"Farms"
40,2016,"Alauda arvensis",95,16.414,56.489,"Farms"
40,2017,"Alauda arvensis",42,16.414,56.489,"Farms"
40,2018,"Alauda arvensis",148,16.414,56.489,"Farms"
41,2002,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2004,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2005,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2006,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2007,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2008,"Alauda arvensis",4,16.009,56.714,"Farms"
41,2009,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2010,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2011,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2012,"Alauda arvensis",3,16.009,56.714,"Farms"
41,2013,"Alauda arvensis",2,16.009,56.714,"Farms"
41,2014,"Alauda arvensis",2,16.009,56.714,"Farms"
41,2015,"Alauda arvensis",2,16.009,56.714,"Farms"
41,2017,"Alauda arvensis",1,16.009,56.714,"Farms"
41,2018,"Alauda arvensis",1,16.009,56.714,"Farms"
42,2001,"Alauda arvensis",3,12.297,57.114,"Farms"
42,2002,"Alauda arvensis",7,12.297,57.114,"Farms"
42,2003,"Alauda arvensis",8,12.297,57.114,"Farms"
42,2004,"Alauda arvensis",4,12.297,57.114,"Farms"
42,2006,"Alauda arvensis",6,12.297,57.114,"Farms"
42,2007,"Alauda arvensis",1,12.297,57.114,"Farms"
42,2008,"Alauda arvensis",2,12.297,57.114,"Farms"
42,2009,"Alauda arvensis",7,12.297,57.114,"Farms"
42,2010,"Alauda arvensis",2,12.297,57.114,"Farms"
42,2012,"Alauda arvensis",3,12.297,57.114,"Farms"
42,2013,"Alauda arvensis",5,12.297,57.114,"Farms"
42,2014,"Alauda arvensis",3,12.297,57.114,"Farms"
42,2015,"Alauda arvensis",4,12.297,57.114,"Farms"
42,2016,"Alauda arvensis",2,12.297,57.114,"Farms"
42,2018,"Alauda arvensis",1,12.297,57.114,"Farms"
43,1997,"Alauda arvensis",10,12.728,56.901,"Farms"
43,1998,"Alauda arvensis",5,12.728,56.901,"Farms"
43,1999,"Alauda arvensis",6,12.728,56.901,"Farms"
43,2000,"Alauda arvensis",7,12.728,56.901,"Farms"
43,2001,"Alauda arvensis",6,12.728,56.901,"Farms"
43,2002,"Alauda arvensis",2,12.728,56.901,"Farms"
43,2003,"Alauda arvensis",4,12.728,56.901,"Farms"
43,2006,"Alauda arvensis",7,12.728,56.901,"Farms"
43,2008,"Alauda arvensis",3,12.728,56.901,"Farms"
43,2010,"Alauda arvensis",12,12.728,56.901,"Farms"
43,2011,"Alauda arvensis",10,12.728,56.901,"Farms"
43,2012,"Alauda arvensis",6,12.728,56.901,"Farms"
43,2014,"Alauda arvensis",7,12.728,56.901,"Farms"
43,2015,"Alauda arvensis",9,12.728,56.901,"Farms"
43,2017,"Alauda arvensis",14,12.728,56.901,"Farms"
43,2018,"Alauda arvensis",12,12.728,56.901,"Farms"
45,2002,"Alauda arvensis",5,12.709,57.125,"Farms"
45,2003,"Alauda arvensis",2,12.709,57.125,"Farms"
45,2004,"Alauda arvensis",4,12.709,57.125,"Farms"
45,2005,"Alauda arvensis",3,12.709,57.125,"Farms"
45,2006,"Alauda arvensis",2,12.709,57.125,"Farms"
45,2007,"Alauda arvensis",1,12.709,57.125,"Farms"
45,2008,"Alauda arvensis",1,12.709,57.125,"Farms"
45,2009,"Alauda arvensis",2,12.709,57.125,"Farms"
45,2012,"Alauda arvensis",3,12.709,57.125,"Farms"
45,2013,"Alauda arvensis",2,12.709,57.125,"Farms"
45,2014,"Alauda arvensis",2,12.709,57.125,"Farms"
45,2015,"Alauda arvensis",2,12.709,57.125,"Farms"
45,2016,"Alauda arvensis",3,12.709,57.125,"Farms"
45,2017,"Alauda arvensis",1,12.709,57.125,"Farms"
50,1999,"Alauda arvensis",1,13.946,57.15,"Farms"
50,2000,"Alauda arvensis",1,13.946,57.15,"Farms"
50,2001,"Alauda arvensis",2,13.946,57.15,"Farms"
50,2002,"Alauda arvensis",1,13.946,57.15,"Farms"
50,2003,"Alauda arvensis",1,13.946,57.15,"Farms"
50,2008,"Alauda arvensis",1,13.946,57.15,"Farms"
50,2009,"Alauda arvensis",3,13.946,57.15,"Farms"
50,2010,"Alauda arvensis",2,13.946,57.15,"Farms"
50,2011,"Alauda arvensis",4,13.946,57.15,"Farms"
50,2012,"Alauda arvensis",1,13.946,57.15,"Farms"
50,2016,"Alauda arvensis",1,13.946,57.15,"Farms"
52,2012,"Alauda arvensis",4,14.779,56.935,"Farms"
54,2003,"Alauda arvensis",1,14.772,57.159,"Farms"
54,2006,"Alauda arvensis",1,14.772,57.159,"Farms"
54,2007,"Alauda arvensis",1,14.772,57.159,"Farms"
54,2008,"Alauda arvensis",1,14.772,57.159,"Farms"
54,2015,"Alauda arvensis",1,14.772,57.159,"Farms"
60,1999,"Alauda arvensis",7,16.421,56.938,"Farms"
60,2002,"Alauda arvensis",32,16.421,56.938,"Farms"
60,2003,"Alauda arvensis",6,16.421,56.938,"Farms"
60,2004,"Alauda arvensis",42,16.421,56.938,"Farms"
60,2005,"Alauda arvensis",45,16.421,56.938,"Farms"
60,2006,"Alauda arvensis",38,16.421,56.938,"Farms"
60,2007,"Alauda arvensis",21,16.421,56.938,"Farms"
60,2008,"Alauda arvensis",21,16.421,56.938,"Farms"
60,2009,"Alauda arvensis",14,16.421,56.938,"Farms"
60,2010,"Alauda arvensis",14,16.421,56.938,"Farms"
