"year","species","organismQuantity","decimalLongitude","decimalLatitude","LocationID","habitat"
1998,"Emberiza citrinella",6,13.5199,57.3673,105,"Farms"
1998,"Passer montanus",2,13.5199,57.3673,105,"Farms"
1998,"Saxicola rubetra",8,13.5199,57.3673,105,"Farms"
1998,"Sturnus vulgaris",29,13.5199,57.3673,105,"Farms"
1998,"Anthus pratensis",5,13.5689,63.2044,111,"Farms"
1998,"Saxicola rubetra",3,13.5689,63.2044,111,"Farms"
1998,"Anthus pratensis",4,13.5861,62.9803,113,"Farms"
1998,"Falco tinnunculus",2,13.5861,62.9803,113,"Farms"
1998,"Motacilla flava",8,13.5861,62.9803,113,"Farms"
1998,"Anthus pratensis",14,13.5872,56.2457,114,"Farms"
1998,"Emberiza citrinella",2,13.5872,56.2457,114,"Farms"
1998,"Saxicola rubetra",2,13.5872,56.2457,114,"Farms"
1998,"Sturnus vulgaris",4,13.5872,56.2457,114,"Farms"
1998,"Sylvia communis",1,13.5872,56.2457,114,"Farms"
1998,"Anthus pratensis",6,13.6518,62.0837,121,"Farms"
1998,"Motacilla flava",3,13.6518,62.0837,121,"Farms"
1998,"Saxicola rubetra",2,13.6518,62.0837,121,"Farms"
1998,"Vanellus vanellus",2,13.6518,62.0837,121,"Farms"
1998,"Saxicola rubetra",2,13.7569,60.5143,128,"Farms"
1998,"Emberiza citrinella",2,13.7984,59.8416,131,"Farms"
1998,"Saxicola rubetra",1,13.7984,59.8416,131,"Farms"
1998,"Anthus pratensis",1,13.8118,59.6173,132,"Farms"
1998,"Emberiza citrinella",2,13.8118,59.6173,132,"Farms"
1998,"Saxicola rubetra",2,13.8118,59.6173,132,"Farms"
1998,"Sturnus vulgaris",8,13.8118,59.6173,132,"Farms"
1998,"Sylvia communis",1,13.8118,59.6173,132,"Farms"
1998,"Alauda arvensis",3,14.0112,55.8034,149,"Farms"
1998,"Emberiza citrinella",10,14.0112,55.8034,149,"Farms"
1998,"Sturnus vulgaris",2,14.0112,55.8034,149,"Farms"
1998,"Sylvia communis",7,14.0112,55.8034,149,"Farms"
1998,"Vanellus vanellus",1,14.0112,55.8034,149,"Farms"
1998,"Alauda arvensis",63,14.0214,55.579,150,"Farms"
1998,"Anthus pratensis",7,14.0214,55.579,150,"Farms"
1998,"Emberiza citrinella",3,14.0214,55.579,150,"Farms"
1998,"Passer montanus",6,14.0214,55.579,150,"Farms"
1998,"Sturnus vulgaris",28,14.0214,55.579,150,"Farms"
1998,"Sylvia communis",15,14.0214,55.579,150,"Farms"
1998,"Vanellus vanellus",20,14.0214,55.579,150,"Farms"
1998,"Emberiza citrinella",4,14.0655,63.2113,154,"Farms"
1998,"Anthus pratensis",5,14.0789,62.9871,155,"Farms"
1998,"Motacilla flava",12,14.0789,62.9871,155,"Farms"
1998,"Anthus pratensis",5,14.092,62.763,156,"Farms"
1998,"Motacilla flava",9,14.092,62.763,156,"Farms"
1998,"Motacilla flava",5,14.1894,60.9691,164,"Farms"
1998,"Saxicola rubetra",3,14.1894,60.9691,164,"Farms"
1998,"Emberiza citrinella",3,14.2118,60.5205,166,"Farms"
1998,"Passer montanus",8,14.2118,60.5205,166,"Farms"
1998,"Sturnus vulgaris",1,14.2118,60.5205,166,"Farms"
1998,"Motacilla flava",2,14.2228,60.2962,167,"Farms"
1998,"Saxicola rubetra",2,14.2228,60.2962,167,"Farms"
1998,"Alauda arvensis",2,14.2545,59.6233,170,"Farms"
1998,"Anthus pratensis",2,14.2545,59.6233,170,"Farms"
1998,"Emberiza citrinella",4,14.2545,59.6233,170,"Farms"
1998,"Saxicola rubetra",4,14.2545,59.6233,170,"Farms"
1998,"Sylvia communis",3,14.2545,59.6233,170,"Farms"
1998,"Alauda arvensis",1,14.2648,59.399,171,"Farms"
1998,"Emberiza citrinella",2,14.2648,59.399,171,"Farms"
1998,"Saxicola rubetra",4,14.2648,59.399,171,"Farms"
1998,"Sturnus vulgaris",6,14.2648,59.399,171,"Farms"
1998,"Anthus pratensis",2,14.2749,59.1747,172,"Farms"
1998,"Emberiza citrinella",3,14.2749,59.1747,172,"Farms"
1998,"Saxicola rubetra",2,14.2749,59.1747,172,"Farms"
1998,"Emberiza citrinella",18,14.3325,57.8285,176,"Farms"
1998,"Saxicola rubetra",1,14.3325,57.8285,176,"Farms"
1998,"Sturnus vulgaris",2,14.3325,57.8285,176,"Farms"
1998,"Sylvia communis",4,14.3325,57.8285,176,"Farms"
1998,"Alauda arvensis",1,14.3505,57.3797,178,"Farms"
1998,"Anthus pratensis",2,14.3505,57.3797,178,"Farms"
1998,"Emberiza citrinella",1,14.3505,57.3797,178,"Farms"
1998,"Sturnus vulgaris",2,14.3505,57.3797,178,"Farms"
1998,"Emberiza citrinella",4,14.368,56.9308,180,"Farms"
1998,"Saxicola rubetra",1,14.368,56.9308,180,"Farms"
1998,"Sturnus vulgaris",1,14.368,56.9308,180,"Farms"
1998,"Emberiza citrinella",3,14.5623,63.2165,194,"Farms"
1998,"Motacilla flava",2,14.5623,63.2165,194,"Farms"
1998,"Saxicola rubetra",2,14.5623,63.2165,194,"Farms"
1998,"Emberiza citrinella",2,14.6427,61.1981,203,"Farms"
1998,"Alauda arvensis",3,14.6509,60.9738,204,"Farms"
1998,"Emberiza citrinella",9,14.6509,60.9738,204,"Farms"
1998,"Passer montanus",3,14.6509,60.9738,204,"Farms"
1998,"Saxicola rubetra",7,14.6509,60.9738,204,"Farms"
1998,"Sturnus vulgaris",8,14.6509,60.9738,204,"Farms"
1998,"Emberiza citrinella",1,14.6824,60.0765,208,"Farms"
1998,"Saxicola rubetra",1,14.6824,60.0765,208,"Farms"
1998,"Emberiza citrinella",2,14.7048,59.4035,211,"Farms"
1998,"Saxicola rubetra",2,14.7048,59.4035,211,"Farms"
1998,"Emberiza citrinella",1,14.7191,58.9547,213,"Farms"
1998,"Alauda arvensis",1,14.7465,58.0571,216,"Farms"
1998,"Emberiza citrinella",6,14.7465,58.0571,216,"Farms"
1998,"Saxicola rubetra",1,14.7465,58.0571,216,"Farms"
1998,"Sturnus vulgaris",2,14.7465,58.0571,216,"Farms"
1998,"Sylvia communis",1,14.7465,58.0571,216,"Farms"
1998,"Emberiza citrinella",7,14.7596,57.6082,218,"Farms"
1998,"Emberiza citrinella",2,14.7907,56.4859,223,"Farms"
1998,"Sturnus vulgaris",1,14.7907,56.4859,223,"Farms"
1998,"Sylvia communis",2,14.7907,56.4859,223,"Farms"
1998,"Alauda arvensis",4,14.7967,56.2615,224,"Farms"
1998,"Emberiza citrinella",11,14.7967,56.2615,224,"Farms"
1998,"Passer montanus",10,14.7967,56.2615,224,"Farms"
1998,"Sturnus vulgaris",60,14.7967,56.2615,224,"Farms"
1998,"Anthus pratensis",36,14.9746,66.1349,226,"Farms"
1998,"Saxicola rubetra",1,15.0354,64.117,235,"Farms"
1998,"Saxicola rubetra",3,15.0476,63.6685,237,"Farms"
1998,"Motacilla flava",2,15.0923,61.8743,245,"Farms"
1998,"Saxicola rubetra",1,15.0923,61.8743,245,"Farms"
1998,"Emberiza citrinella",2,15.1076,61.2013,248,"Farms"
1998,"Sturnus vulgaris",2,15.1076,61.2013,248,"Farms"
1998,"Emberiza citrinella",1,15.1222,60.5283,251,"Farms"
1998,"Saxicola rubetra",2,15.1222,60.5283,251,"Farms"
1998,"Alauda arvensis",2,15.1577,58.7332,259,"Farms"
1998,"Emberiza citrinella",3,15.1577,58.7332,259,"Farms"
1998,"Saxicola rubetra",1,15.1577,58.7332,259,"Farms"
1998,"Sturnus vulgaris",1,15.1577,58.7332,259,"Farms"
1998,"Sylvia communis",3,15.1577,58.7332,259,"Farms"
1998,"Vanellus vanellus",1,15.1577,58.7332,259,"Farms"
1998,"Emberiza citrinella",17,15.1659,58.2843,261,"Farms"
1998,"Sturnus vulgaris",1,15.1659,58.2843,261,"Farms"
1998,"Sylvia communis",6,15.1659,58.2843,261,"Farms"
1998,"Emberiza citrinella",3,15.17,58.0599,263,"Farms"
1998,"Emberiza citrinella",1,15.5505,63.8946,282,"Farms"
1998,"Motacilla flava",1,15.5505,63.8946,282,"Farms"
1998,"Sturnus vulgaris",1,15.5505,63.8946,282,"Farms"
1998,"Motacilla flava",2,15.5709,61.4273,293,"Farms"
1998,"Saxicola rubetra",2,15.5709,61.4273,293,"Farms"
1998,"Falco tinnunculus",2,15.5726,61.2029,294,"Farms"
1998,"Saxicola rubetra",1,15.5726,61.2029,294,"Farms"
1998,"Alauda arvensis",16,15.5865,59.1835,303,"Farms"
1998,"Emberiza citrinella",22,15.5865,59.1835,303,"Farms"
1998,"Passer montanus",9,15.5865,59.1835,303,"Farms"
1998,"Saxicola rubetra",10,15.5865,59.1835,303,"Farms"
1998,"Sturnus vulgaris",43,15.5865,59.1835,303,"Farms"
1998,"Sylvia communis",10,15.5865,59.1835,303,"Farms"
1998,"Vanellus vanellus",9,15.5865,59.1835,303,"Farms"
1998,"Emberiza citrinella",4,15.5879,58.9591,304,"Farms"
1998,"Emberiza citrinella",3,15.5934,58.0613,308,"Farms"
1998,"Saxicola rubetra",3,15.5934,58.0613,308,"Farms"
1998,"Emberiza citrinella",5,15.5974,57.3879,311,"Farms"
1998,"Saxicola rubetra",1,15.5974,57.3879,311,"Farms"
1998,"Sturnus vulgaris",7,15.5974,57.3879,311,"Farms"
1998,"Sylvia communis",1,15.5974,57.3879,311,"Farms"
1998,"Anthus pratensis",4,15.6011,56.7144,314,"Farms"
1998,"Emberiza citrinella",4,15.6011,56.7144,314,"Farms"
1998,"Saxicola rubetra",2,15.6011,56.7144,314,"Farms"
1998,"Sturnus vulgaris",16,15.6011,56.7144,314,"Farms"
1998,"Alauda arvensis",1,16.0082,56.4899,318,"Farms"
1998,"Emberiza citrinella",4,16.0082,56.4899,318,"Farms"
1998,"Saxicola rubetra",2,16.0082,56.4899,318,"Farms"
1998,"Sturnus vulgaris",4,16.0082,56.4899,318,"Farms"
1998,"Sylvia communis",2,16.0082,56.4899,318,"Farms"
1998,"Alauda arvensis",2,16.0131,57.3879,322,"Farms"
1998,"Emberiza citrinella",10,16.0131,57.3879,322,"Farms"
1998,"Saxicola rubetra",2,16.0131,57.3879,322,"Farms"
1998,"Sturnus vulgaris",6,16.0131,57.3879,322,"Farms"
1998,"Alauda arvensis",1,16.0143,57.6124,323,"Farms"
1998,"Emberiza citrinella",10,16.0143,57.6124,323,"Farms"
1998,"Saxicola rubetra",1,16.0143,57.6124,323,"Farms"
1998,"Sturnus vulgaris",6,16.0143,57.6124,323,"Farms"
1998,"Sylvia communis",1,16.0143,57.6124,323,"Farms"
1998,"Alauda arvensis",2,16.0183,58.2858,326,"Farms"
1998,"Emberiza citrinella",8,16.0183,58.2858,326,"Farms"
1998,"Saxicola rubetra",6,16.0183,58.2858,326,"Farms"
1998,"Sturnus vulgaris",12,16.0183,58.2858,326,"Farms"
1998,"Sylvia communis",1,16.0183,58.2858,326,"Farms"
1998,"Vanellus vanellus",2,16.0183,58.2858,326,"Farms"
1998,"Emberiza citrinella",1,16.021,58.7346,328,"Farms"
1998,"Emberiza citrinella",6,16.0282,59.8567,333,"Farms"
1998,"Saxicola rubetra",3,16.0282,59.8567,333,"Farms"
1998,"Sturnus vulgaris",3,16.0282,59.8567,333,"Farms"
1998,"Vanellus vanellus",3,16.0282,59.8567,333,"Farms"
1998,"Alauda arvensis",25,16.0312,60.3055,335,"Farms"
1998,"Anthus pratensis",1,16.0312,60.3055,335,"Farms"
1998,"Emberiza citrinella",3,16.0312,60.3055,335,"Farms"
1998,"Passer montanus",7,16.0312,60.3055,335,"Farms"
1998,"Saxicola rubetra",11,16.0312,60.3055,335,"Farms"
1998,"Sturnus vulgaris",8,16.0312,60.3055,335,"Farms"
1998,"Sylvia communis",7,16.0312,60.3055,335,"Farms"
1998,"Vanellus vanellus",6,16.0312,60.3055,335,"Farms"
1998,"Emberiza citrinella",1,16.0392,61.4273,340,"Farms"
1998,"Emberiza citrinella",1,16.0409,61.6516,341,"Farms"
1998,"Motacilla flava",2,16.0409,61.6516,341,"Farms"
1998,"Saxicola rubetra",1,16.0409,61.6516,341,"Farms"
1998,"Motacilla flava",1,16.0462,62.3246,344,"Farms"
1998,"Emberiza citrinella",1,16.0536,63.2218,348,"Farms"
1998,"Motacilla flava",1,16.0536,63.2218,348,"Farms"
1998,"Saxicola rubetra",1,16.0536,63.2218,348,"Farms"
1998,"Motacilla flava",2,16.0575,63.6703,350,"Farms"
1998,"Saxicola rubetra",4,16.0575,63.6703,350,"Farms"
1998,"Alauda arvensis",84,16.414,56.4886,366,"Farms"
1998,"Anthus pratensis",5,16.414,56.4886,366,"Farms"
1998,"Emberiza citrinella",40,16.414,56.4886,366,"Farms"
1998,"Motacilla flava",1,16.414,56.4886,366,"Farms"
1998,"Passer montanus",9,16.414,56.4886,366,"Farms"
1998,"Saxicola rubetra",1,16.414,56.4886,366,"Farms"
1998,"Sturnus vulgaris",141,16.414,56.4886,366,"Farms"
1998,"Sylvia communis",38,16.414,56.4886,366,"Farms"
1998,"Vanellus vanellus",1,16.414,56.4886,366,"Farms"
1998,"Emberiza citrinella",2,16.4526,58.7332,375,"Farms"
1998,"Alauda arvensis",1,16.4568,58.9576,376,"Farms"
1998,"Emberiza citrinella",6,16.4568,58.9576,376,"Farms"
1998,"Passer montanus",2,16.4568,58.9576,376,"Farms"
1998,"Saxicola rubetra",6,16.4568,58.9576,376,"Farms"
1998,"Sturnus vulgaris",29,16.4568,58.9576,376,"Farms"
1998,"Sylvia communis",6,16.4568,58.9576,376,"Farms"
1998,"Vanellus vanellus",2,16.4568,58.9576,376,"Farms"
1998,"Alauda arvensis",5,16.4788,60.0796,381,"Farms"
1998,"Emberiza citrinella",3,16.4788,60.0796,381,"Farms"
1998,"Saxicola rubetra",1,16.4788,60.0796,381,"Farms"
1998,"Sturnus vulgaris",9,16.4788,60.0796,381,"Farms"
1998,"Sylvia communis",1,16.4788,60.0796,381,"Farms"
1998,"Alauda arvensis",15,16.4881,60.5283,383,"Farms"
1998,"Emberiza citrinella",16,16.4881,60.5283,383,"Farms"
1998,"Falco tinnunculus",1,16.4881,60.5283,383,"Farms"
1998,"Passer montanus",1,16.4881,60.5283,383,"Farms"
1998,"Saxicola rubetra",9,16.4881,60.5283,383,"Farms"
1998,"Sturnus vulgaris",8,16.4881,60.5283,383,"Farms"
1998,"Sylvia communis",6,16.4881,60.5283,383,"Farms"
1998,"Vanellus vanellus",17,16.4881,60.5283,383,"Farms"
1998,"Emberiza citrinella",10,16.5076,61.4257,387,"Farms"
1998,"Sylvia communis",1,16.5076,61.4257,387,"Farms"
1998,"Emberiza citrinella",2,16.5126,61.65,388,"Farms"
1998,"Motacilla flava",1,16.5126,61.65,388,"Farms"
1998,"Saxicola rubetra",1,16.5126,61.65,388,"Farms"
1998,"Emberiza citrinella",2,16.5178,61.8743,389,"Farms"
1998,"Sturnus vulgaris",1,16.5178,61.8743,389,"Farms"
1998,"Saxicola rubetra",6,16.5231,62.0986,390,"Farms"
1998,"Alauda arvensis",13,16.8842,58.7303,419,"Farms"
1998,"Emberiza citrinella",6,16.8842,58.7303,419,"Farms"
1998,"Saxicola rubetra",8,16.8842,58.7303,419,"Farms"
1998,"Sylvia communis",10,16.8842,58.7303,419,"Farms"
1998,"Anthus pratensis",8,16.9433,60.5252,427,"Farms"
1998,"Saxicola rubetra",1,16.9433,60.5252,427,"Farms"
1998,"Vanellus vanellus",1,16.9433,60.5252,427,"Farms"
1998,"Saxicola rubetra",4,16.9758,61.4225,431,"Farms"
1998,"Sylvia communis",1,16.9758,61.4225,431,"Farms"
1998,"Emberiza citrinella",15,17.0105,62.3196,435,"Farms"
1998,"Saxicola rubetra",2,17.0105,62.3196,435,"Farms"
1998,"Motacilla flava",1,17.0875,64.1134,443,"Farms"
1998,"Emberiza citrinella",5,17.3354,59.1747,463,"Farms"
1998,"Alauda arvensis",19,17.3557,59.6233,465,"Farms"
1998,"Emberiza citrinella",16,17.3557,59.6233,465,"Farms"
1998,"Motacilla flava",4,17.3557,59.6233,465,"Farms"
1998,"Passer montanus",4,17.3557,59.6233,465,"Farms"
1998,"Saxicola rubetra",6,17.3557,59.6233,465,"Farms"
1998,"Sturnus vulgaris",13,17.3557,59.6233,465,"Farms"
1998,"Sylvia communis",3,17.3557,59.6233,465,"Farms"
1998,"Vanellus vanellus",24,17.3557,59.6233,465,"Farms"
1998,"Alauda arvensis",2,17.5052,62.5388,473,"Farms"
1998,"Emberiza citrinella",2,17.5052,62.5388,473,"Farms"
1998,"Motacilla flava",5,17.6148,64.3322,481,"Farms"
1998,"Saxicola rubetra",1,17.6148,64.3322,481,"Farms"
1998,"Alauda arvensis",13,17.7723,59.1688,492,"Farms"
1998,"Emberiza citrinella",14,17.7723,59.1688,492,"Farms"
1998,"Passer montanus",3,17.7723,59.1688,492,"Farms"
1998,"Sturnus vulgaris",14,17.7723,59.1688,492,"Farms"
1998,"Sylvia communis",5,17.7723,59.1688,492,"Farms"
1998,"Vanellus vanellus",4,17.7723,59.1688,492,"Farms"
1998,"Alauda arvensis",2,17.7853,59.3931,494,"Farms"
1998,"Emberiza citrinella",5,17.7853,59.3931,494,"Farms"
1998,"Passer montanus",1,17.7853,59.3931,494,"Farms"
1998,"Saxicola rubetra",1,17.7853,59.3931,494,"Farms"
1998,"Sturnus vulgaris",19,17.7853,59.3931,494,"Farms"
1998,"Sylvia communis",3,17.7853,59.3931,494,"Farms"
1998,"Alauda arvensis",26,17.8119,59.8416,497,"Farms"
1998,"Emberiza citrinella",5,17.8119,59.8416,497,"Farms"
1998,"Passer montanus",1,17.8119,59.8416,497,"Farms"
1998,"Saxicola rubetra",1,17.8119,59.8416,497,"Farms"
1998,"Sturnus vulgaris",2,17.8119,59.8416,497,"Farms"
1998,"Vanellus vanellus",4,17.8119,59.8416,497,"Farms"
1998,"Motacilla flava",2,18.0763,63.6526,508,"Farms"
1998,"Saxicola rubetra",1,18.0763,63.6526,508,"Farms"
1998,"Anthus pratensis",1,18.1128,64.1008,510,"Farms"
1998,"Motacilla flava",1,18.1128,64.1008,510,"Farms"
1998,"Motacilla flava",3,18.1506,64.5489,512,"Farms"
1998,"Saxicola rubetra",1,18.1506,64.5489,512,"Farms"
1998,"Emberiza citrinella",15,18.2574,59.8341,522,"Farms"
1998,"Vanellus vanellus",4,18.2574,59.8341,522,"Farms"
1998,"Emberiza citrinella",16,18.274,60.0583,524,"Farms"
1998,"Saxicola rubetra",1,18.274,60.0583,524,"Farms"
1998,"Anthus pratensis",8,18.4344,67.4608,532,"Farms"
1998,"Alauda arvensis",29,18.5056,57.3591,534,"Farms"
